id,speed
0,49.346138
1,48.578762
2,33.491394
3,23.026747
4,40.290928
5,26.925316
6,20.570488
7,49.208336
8,48.54954
9,31.018131
10,34.2569
11,25.079905
12,22.232428
13,24.737617
14,27.954105
15,39.993057
16,44.904774
17,48.469807
18,48.12934
19,48.21176
20,46.325317
21,43.850517
22,22.383013
23,32.57318
24,27.161345
25,21.10335
26,22.472143
27,21.140783
28,16.719076
29,13.133334
30,24.720884
31,47.42755
32,48.62236
33,29.23663
34,29.585978
35,25.073935
36,21.09004
37,21.527699
38,43.662704
39,38.86632
40,42.801094
41,47.995323
42,48.616646
43,45.146275
44,19.405994
45,18.16874
46,18.115337
47,9.489034
48,45.324234
49,48.36294
50,48.2824
51,26.203257
52,24.62547
53,21.62614
54,17.840319
55,18.545752
56,15.93956
57,16.269073
58,29.143698
59,33.081123
60,41.57119
61,41.297665
62,40.94502
63,41.537094
64,44.733852
65,46.847202
66,46.55659
67,44.9465
68,43.34049
69,25.790867
70,24.742914
71,21.465187
72,17.062183
73,18.192482
74,14.777802
75,7.265198
76,41.905064
77,39.137398
78,42.697037
79,47.705494
80,13.007128
81,14.824236
82,21.975157
83,17.99573
84,15.982844
85,12.251545
86,19.598442
87,36.744896
88,43.646873
89,41.33061
90,49.20074
91,48.174812
92,47.457287
93,46.53317
94,25.215601
95,14.920259
96,22.685932
97,9.780558
98,8.017687
99,19.306519
100,39.615112
101,46.79266
102,14.0195265
103,16.758118
104,14.558564
105,42.456135
106,35.001087
107,48.092983
108,43.763256
109,16.439499
110,9.210166
111,7.3889394
112,17.969847
113,32.5638
114,34.697205
115,49.21092
116,49.70301
117,40.76789
118,23.538752
119,20.043987
120,19.590958
121,17.058525
122,28.059258
123,47.71224
124,47.532845
125,42.681
126,40.14459
127,36.95965
128,40.505333
129,35.309483
130,49.283844
131,47.5292
132,46.703358
133,26.22683
134,23.034195
135,22.606209
136,41.572483
137,48.443993
138,49.552452
139,47.577938
140,46.756924
141,44.892742
142,26.396187
143,14.307026
144,22.787373
145,21.08577
146,18.052889
147,48.80166
148,49.775513
149,48.021782
150,47.753242
151,17.381147
152,19.067545
153,18.839222
154,8.944006
155,20.991142
156,38.15054
157,46.014843
158,41.964462
159,44.923054
160,48.337822
161,49.34446
162,48.302704
163,47.391155
164,44.575443
165,27.356804
166,15.979719
167,21.287582
168,19.53881
169,19.37588
170,13.20746
171,12.105728
172,47.07501
173,48.566353
174,44.43207
175,26.670177
176,20.937605
177,17.460733
178,19.026567
179,10.15603
180,48.039722
181,49.35432
182,49.99145
183,49.64951
184,40.43066
185,20.398594
186,18.366524
187,41.554253
188,29.813515
189,48.022675
190,43.479855
191,44.132854
192,40.92247
193,41.058094
194,38.845303
195,38.573853
196,38.045277
197,42.950916
198,37.870544
199,48.312004
200,47.298424
201,27.129349
202,22.922876
203,18.985516
204,18.695438
205,18.676609
206,40.60679
207,40.799164
208,49.60463
209,49.51583
210,47.874214
211,46.540108
212,27.578476
213,13.486901
214,22.34123
215,22.048208
216,17.623102
217,23.75302
218,46.08095
219,48.34051
220,46.818344
221,44.05413
222,27.13896
223,19.097044
224,11.04161
225,23.645891
226,47.12094
227,48.64817
228,19.019548
229,23.636322
230,19.581818
231,19.368715
232,43.227615
233,48.10963
234,46.78366
235,19.618786
236,25.096481
237,22.816101
238,24.592535
239,47.52923
240,37.728504
241,39.85127
242,48.42825
243,48.959427
244,48.56752
245,48.87905
246,27.532164
247,20.888084
248,21.121082
249,23.053106
250,21.838852
251,36.583538
252,47.07046
253,31.054272
254,32.08
255,47.196236
256,47.119953
257,46.292557
258,42.886784
259,40.499382
260,38.98542
261,33.252033
262,38.035122
263,44.203896
264,33.225464
265,40.781116
266,48.718742
267,45.21424
268,18.305592
269,19.664421
270,19.200464
271,16.789848
272,17.557272
273,13.936614
274,47.023666
275,47.97965
276,48.808094
277,47.976753
278,26.63986
279,12.649197
280,14.810327
281,22.566437
282,19.678802
283,17.629622
284,13.1057005
285,11.77701
286,47.173317
287,47.160366
288,11.127572
289,16.72311
290,17.680492
291,12.09883
292,11.119759
293,26.957943
294,46.80182
295,49.45341
296,48.27697
297,34.19595
298,24.504068
299,35.50564
300,26.748137
301,22.613308
302,27.174109
303,40.033424
304,38.010513
305,49.089935
306,48.599304
307,49.06705
308,45.325516
309,31.062786
310,18.126034
311,7.509668
312,41.269516
313,33.07924
314,35.72652
315,49.21824
316,47.887573
317,34.98156
318,30.406834
319,31.122322
320,43.37269
321,45.551086
322,45.283875
323,44.76538
324,44.68096
325,42.908607
326,45.68892
327,42.316006
328,41.072784
329,38.688538
330,38.800747
331,41.094006
332,40.826805
333,35.672527
334,33.756
335,41.524067
336,46.94574
337,46.610813
338,16.519173
339,20.048492
340,21.008942
341,23.039265
342,43.60214
343,42.60311
344,48.032753
345,48.036396
346,47.187523
347,19.766262
348,37.804863
349,48.92257
350,48.459335
351,47.793457
352,30.31872
353,15.988262
354,26.011267
355,18.68888
356,16.786377
357,21.675291
358,36.670895
359,44.548977
360,44.34273
361,49.00591
362,15.893813
363,25.817368
364,18.987122
365,15.624199
366,11.30837
367,22.587378
368,38.90521
369,49.307465
370,48.69367
371,47.965607
372,47.746086
373,18.133461
374,19.02875
375,9.439189
376,19.815947
377,32.059975
378,34.5402
379,49.370544
380,29.746386
381,18.655176
382,17.09632
383,30.373579
384,47.1121
385,47.26705
386,46.45213
387,43.579567
388,41.1119
389,39.113262
390,37.649513
391,34.104786
392,48.069187
393,48.458992
394,47.302216
395,16.5778
396,19.885773
397,28.741852
398,25.24944
399,17.669369
400,11.403784
401,36.803146
402,37.976322
403,49.37053
404,47.526066
405,45.542374
406,30.585487
407,17.44582
408,20.770956
409,18.735836
410,16.177551
411,9.331188
412,40.354282
413,35.531067
414,40.827137
415,48.50004
416,47.826538
417,47.544853
418,47.111652
419,31.448273
420,17.09276
421,9.908051
422,43.566177
423,38.80265
424,51.81943
425,52.03406
426,48.43071
427,34.30458
428,28.357567
429,43.93962
430,42.44377
431,48.593487
432,46.99153
433,44.816986
434,25.967363
435,33.6794
436,28.157188
437,24.44371
438,48.040997
439,48.125835
440,48.83415
441,41.907524
442,34.400414
443,35.045685
444,32.01094
445,36.85208
446,30.21856
447,36.079884
448,47.81929
449,47.0576
450,47.920734
451,44.530907
452,43.979473
453,43.10512
454,43.82059
455,42.51511
456,41.64174
457,45.583263
458,48.245617
459,48.462494
460,38.17227
461,27.220436
462,30.186106
463,28.729076
464,31.783865
465,39.718914
466,49.076187
467,49.802673
468,48.72908
469,46.940834
470,19.605677
471,22.323568
472,25.603168
473,22.899408
474,18.095333
475,28.066862
476,48.657955
477,49.163254
478,33.455597
479,26.387178
480,26.704727
481,23.921507
482,27.217012
483,49.242626
484,48.82282
485,48.52543
486,34.19585
487,32.75015
488,26.444756
489,18.026815
490,17.124626
491,37.57347
492,44.06511
493,48.916485
494,48.917423
495,47.50709
496,22.826408
497,29.56096
498,43.00481
499,49.57693
500,49.635323
501,50.372993
502,50.06441
503,49.63389
504,32.036545
505,33.130497
506,28.066854
507,24.636196
508,24.896496
509,47.994686
510,46.68966
511,47.20199
512,46.809086
513,46.300083
514,45.757523
515,43.312782
516,43.543972
517,45.315117
518,47.864376
519,47.331177
520,20.79733
521,25.694035
522,22.063282
523,20.920063
524,15.153157
525,46.866745
526,48.968887
527,48.598904
528,47.476917
529,30.602446
530,18.451382
531,23.722593
532,20.955774
533,17.18883
534,14.706567
535,46.99124
536,29.521503
537,18.303352
538,19.227848
539,17.67427
540,15.034121
541,13.298842
542,45.62596
543,44.666256
544,47.86857
545,45.199245
546,15.325271
547,22.248163
548,23.033342
549,20.632586
550,15.531373
551,40.396095
552,40.508614
553,48.39814
554,47.964638
555,44.563625
556,28.584442
557,16.946035
558,20.306757
559,22.019608
560,17.920956
561,18.706135
562,18.125538
563,16.989916
564,14.410859
565,10.599621
566,45.19022
567,37.824276
568,40.2393
569,49.23129
570,48.777206
571,35.2643
572,44.552807
573,46.923283
574,46.785454
575,47.46091
576,47.18751
577,44.9959
578,43.189613
579,45.783585
580,45.842236
581,38.69889
582,49.08424
583,48.379307
584,16.103909
585,19.39555
586,26.64624
587,24.761784
588,21.00712
589,19.78578
590,21.717043
591,19.603952
592,45.975613
593,48.64098
594,48.8309
595,47.559795
596,45.734333
597,27.581541
598,23.252954
599,19.446362
600,13.854897
601,48.021385
602,47.791348
603,45.266872
604,14.298474
605,19.228687
606,38.346447
607,42.132954
608,48.723022
609,48.480362
610,47.487087
611,47.295067
612,44.84738
613,15.913986
614,21.678082
615,19.011457
616,17.126167
617,19.622593
618,12.410793
619,22.96334
620,41.08951
621,49.7283
622,49.30919
623,48.014156
624,45.56208
